census_tract_GEOID,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,foreclosure-sales-2017,foreclosure-sales-2018,foreclosure-sales-2019,lien-foreclosures-2017,lien-foreclosures-2018,lien-foreclosures-2019,avg-foreclosure-rate,foreclosure-rate-2017,foreclosure-rate-2018,foreclosure-rate-2019,avg-lien-foreclosure-rate,lien-foreclosure-rate-2017,lien-foreclosure-rate-2018,lien-foreclosure-rate-2019,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index,county_GEOID,county,state
12057011603,1573,308,1265,994,1156,59259,168700,1302,88.7,4.9,39.7,0.0,0.4,0.0,0.9,5.0,-888888888,375,197,179,3136,462,1832,1636,22,49,46,19.58041958041958,80.41958041958041,63.19135410044501,17.22822631913541,44,11.299999999999997,15.482007996446024,8.068965528,2.689655176,20.0,6.666666666666667,1.0,1.0,1.862068968,6.0,0.310344828,0.620689656,2.0,0.310344828,5.586206904,18.0,0.310344828,8.0,10.0,2.0,1.0,0.0,0.0,0.670690811535882,0.8048289738430584,1.0060362173038229,0.2012072434607646,0.07905138339920949,0.07905138339920949,0.0,0.0,0.8732646675324675,1.0445668868341378,0.369353112012788,0.7186115086533538,0.28746928774239505,0.46664146227907616,12057,Hillsborough County,Florida
12057011605,2046,689,1357,933,1086,46545,115100,1057,80.4,10.9,60.9,0.0,0.0,0.0,2.4,6.2,-888888888,474,58,200,4324,1123,3432,2017,62,108,28,33.67546432062561,66.32453567937439,45.60117302052786,20.72336265884653,51,19.599999999999994,26.24053826745164,60.602803767,20.200934589,28.0,9.333333333333334,,,13.467289725999999,22.0,0.612149533,17.752336457,29.0,0.612149533,29.383177584,48.0,0.612149533,7.0,12.0,9.0,,,,1.0003572704537336,0.7502679528403001,1.2861736334405145,0.964630225080386,,,,,2.9319208402031927,1.5580056588621505,1.2400754625331676,1.820854989046445,0.6839829123959554,1.1824002600223578,12057,Hillsborough County,Florida
12057011803,2903,2018,885,606,905,35578,162700,1173,78.4,12.1,51.3,0.0,4.7,0.0,1.8,3.1,-888888888,828,338,246,4470,1031,3365,2916,59,273,0,69.51429555632104,30.48570444367895,20.87495694109542,9.610747502583534,33,21.599999999999994,21.806900726392254,92.10169497,30.70056499,,,,,27.145762728,56.0,0.484745763,26.661016964999998,55.0,0.484745763,38.294915277,79.0,0.484745763,,,,,,,,,,,,,,,1.5213362234886028,,0.6434592964250512,,,,12057,Hillsborough County,Florida
12057011901,2378,2126,252,128,927,37951,211700,1470,70.4,18.2,35.0,0.0,2.7,0.0,4.3,4.3,-888888888,345,185,105,3823,630,1976,2677,101,383,10,89.40285954583683,10.597140454163162,5.3826745164003365,5.214465937762826,38,29.599999999999994,22.29519529899758,160.295030919,53.431676973,,,,,51.133540329,89.0,0.574534161,50.559006167999996,88.0,0.574534161,58.602484421999996,102.0,0.574534161,,,,,,,,,,,,,,,2.5132491520696143,,1.0629954813165505,,,,12057,Hillsborough County,Florida
12057012001,963,287,676,422,1059,40536,82400,970,46.1,48.4,14.1,0.0,3.6,0.0,1.9,0.0,-888888888,214,78,115,1901,152,441,803,14,86,0,29.80269989615784,70.19730010384217,43.821391484942886,26.375908618899274,57,53.9,23.54705661792276,29.272727288,9.757575762666667,20.0,6.666666666666667,,,8.886363640999999,17.0,0.522727273,6.795454549,13.0,0.522727273,13.590909098,26.0,0.522727273,6.0,5.0,9.0,,,,1.5797788309636653,1.4218009478672986,1.1848341232227488,2.132701421800948,,,,,3.399852182113821,2.4604253211211686,1.4379901426625852,2.3165363087917257,0.5940959410852249,1.5042785671257553,12057,Hillsborough County,Florida
12057013314,998,215,783,513,1299,71094,172600,1385,84.8,6.3,18.8,0.0,4.1,0.0,4.4,0.4,-888888888,240,34,62,2174,139,675,1124,7,76,0,21.54308617234469,78.4569138276553,51.40280561122245,27.054108216432866,39,15.200000000000003,10.244392366923334,13.64,4.546666666666667,12.0,4.0,1.0,1.0,7.92,18.0,0.44,2.2,5.0,0.44,3.52,8.0,0.44,3.0,4.0,5.0,0.0,1.0,0.0,0.7797270955165692,0.5847953216374269,0.7797270955165692,0.9746588693957114,0.1277139208173691,0.0,0.1277139208173691,0.0,2.1147286821705427,1.2143853631732549,0.894438592173262,1.173992673992674,0.53198127925117,0.7623502427945806,12057,Hillsborough County,Florida
12057013406,483,194,289,224,863,40489,116000,1025,77.6,10.8,20.9,0.0,3.3,0.0,7.2,1.0,-888888888,168,73,44,987,9,204,453,20,69,165,40.165631469979296,59.8343685300207,46.3768115942029,13.457556935817806,45,22.400000000000006,18.83656509695291,13.354838702999999,4.451612901,3.0,1.5,,,4.064516127,7.0,0.580645161,4.645161288,8.0,0.580645161,4.645161288,8.0,0.580645161,2.0,1.0,0.0,,,,0.6696428571428571,0.8928571428571428,0.4464285714285714,0.0,,,,,2.294645825257732,1.0429347510734595,0.9705357471073734,1.4238308375598085,0.7479674795805407,0.9245865061666515,12057,Hillsborough County,Florida
12057013409,1498,393,1105,834,1680,94868,220100,1538,84.1,10.9,8.3,0.0,1.1,0.0,1.9,2.0,-888888888,615,106,41,3113,124,661,2130,32,112,127,26.23497997329773,73.76502002670226,55.67423230974633,18.09078771695594,27,15.900000000000006,13.003818413237166,18.051282048,6.017094016000001,15.0,5.0,9.0,3.0,8.46153846,15.0,0.564102564,3.948717948,7.0,0.564102564,5.6410256400000005,10.0,0.564102564,3.0,3.0,9.0,5.0,2.0,2.0,0.5995203836930456,0.3597122302158274,0.3597122302158274,1.079136690647482,0.27149321266968324,0.4524886877828055,0.18099547511312217,0.18099547511312217,1.531067179643766,0.933722558914688,0.6475750691940622,0.8978886728606358,0.5461598137640872,0.5830578528483057,12057,Hillsborough County,Florida
12057013801,864,462,402,199,717,30650,74800,1108,72.6,7.2,36.9,0.0,0.7,0.0,3.7,15.9,-888888888,344,143,40,1512,478,1086,749,15,127,675,53.47222222222222,46.52777777777778,23.03240740740741,23.49537037037037,39,27.400000000000006,27.421704297159504,48.5294118,16.1764706,6.0,2.0,1.0,1.0,12.13235295,25.0,0.485294118,15.044117658,31.0,0.485294118,21.352941192,44.0,0.485294118,2.0,2.0,2.0,1.0,0.0,0.0,1.0050251256281406,1.0050251256281406,1.0050251256281406,1.0050251256281406,0.24875621890547264,0.24875621890547264,0.0,0.0,3.5014005627705624,1.5652756063012054,1.4809407071477012,2.749844266263237,0.8899676376116714,1.785653769800395,12057,Hillsborough County,Florida
12057014104,794,144,650,128,613,34663,37000,1375,96.5,0.0,6.5,0.0,0.0,0.0,1.3,2.3,-888888888,43,8,157,1424,158,204,333,0,391,798,18.1360201511335,81.86397984886649,16.120906801007557,65.74307304785894,38,3.5,15.886188500296383,8.533333328,2.8444444426666666,2.0,1.0,,,2.6666666649999997,5.0,0.533333333,3.733333331,7.0,0.533333333,2.133333332,4.0,0.533333333,0.0,1.0,1.0,,,,0.78125,0.0,0.78125,0.78125,,,,,1.9753086407407405,1.2167572095857027,0.8354699563248014,1.4133986921568629,0.7398843929432991,0.9178122317124877,12057,Hillsborough County,Florida
12057010305,1180,335,845,523,1029,46103,172600,1448,69.3,23.1,10.4,0.0,4.1,0.0,1.3,2.2,-888888888,334,92,104,2389,81,543,1243,0,147,523,28.389830508474578,71.61016949152543,44.32203389830509,27.288135593220336,34,30.700000000000003,15.94284113196974,59.66463417899999,19.888211392999995,9.0,3.0,,,20.274390254999997,35.0,0.5792682929999999,17.957317083,31.0,0.5792682929999999,21.432926840999997,37.0,0.5792682929999999,2.0,5.0,2.0,,,,0.5736137667304015,0.3824091778202677,0.9560229445506693,0.3824091778202677,,,,,5.936779520298506,0.8933743183191393,2.5110004706270956,2.6676237054778547,0.8689281591956327,1.732262581025537,12057,Hillsborough County,Florida
12057010701,2218,955,1263,786,1006,60119,259300,1936,74.4,17.9,11.8,0.0,3.1,0.0,4.6,0.0,-888888888,541,239,148,4290,410,1287,1958,50,198,0,43.05680793507665,56.94319206492335,35.43733092876465,21.505861136158703,43,25.599999999999994,8.449287510477788,62.32474228900001,20.774914096333337,10.0,3.3333333333333335,5.0,1.6666666666666667,12.814432994,22.0,0.5824742270000001,18.056701037000003,31.0,0.5824742270000001,31.453608258000003,54.0,0.5824742270000001,6.0,1.0,3.0,1.0,2.0,2.0,0.4240882103477524,0.7633587786259541,0.1272264631043257,0.38167938931297707,0.13196093956188967,0.0791765637371338,0.1583531274742676,0.1583531274742676,2.1753836750087263,0.660495855924385,0.920093025699354,1.384735636396707,0.8617347302802499,0.8991994345442782,12057,Hillsborough County,Florida
12057001700,1768,647,1121,783,1174,47885,116600,1182,67.1,22.7,21.2,0.0,2.3,0.0,5.7,2.3,-888888888,376,109,188,3237,543,741,1527,28,300,19,36.595022624434385,63.40497737556561,44.28733031674208,19.11764705882353,68,32.900000000000006,19.705751226036558,44.299065456,14.766355152000001,21.0,7.0,,,11.775700944,21.0,0.560747664,14.0186916,25.0,0.560747664,18.504672912,33.0,0.560747664,6.0,8.0,7.0,,,,0.8939974457215836,0.7662835249042145,1.0217113665389528,0.8939974457215836,,,,,2.2822805489953635,1.3923556319141628,0.9653057710895543,1.522122737902098,0.678402748135036,0.9884138670613692,12057,Hillsborough County,Florida
12057002200,759,273,486,372,855,53972,160200,1188,79.4,14.0,21.5,2.4,0.0,0.0,3.2,1.1,-888888888,168,50,26,1305,75,293,860,19,83,0,35.96837944664031,64.03162055335969,49.01185770750988,15.019762845849801,82,20.599999999999994,9.018264840182647,21.355932204,7.118644067999999,5.0,2.5,,,2.966101695,5.0,0.5932203389999999,7.118644067999999,12.0,0.5932203389999999,11.271186441,19.0,0.5932203389999999,0.0,2.0,3.0,,,,0.6720430107526881,0.0,0.5376344086021506,0.8064516129032258,,,,,2.6075619296703296,1.0466728684608195,1.1028856992590954,1.4912626462015501,0.7400881057323683,0.9683743907326416,12057,Hillsborough County,Florida
12057003500,895,401,494,276,878,27477,67900,1024,12.7,84.7,7.4,0.0,2.1,0.0,0.4,0.0,-888888888,229,97,109,1652,45,245,492,152,201,6,44.80446927374302,55.19553072625698,30.837988826815643,24.35754189944134,62,87.3,24.72631181577954,31.25252528,10.417508426666666,8.0,2.6666666666666665,,,11.489899000000001,25.0,0.45959596,5.51515152,12.0,0.45959596,14.247474760000001,31.0,0.45959596,3.0,2.0,3.0,,,,0.966183574879227,1.0869565217391304,0.7246376811594203,1.0869565217391304,,,,,2.597882400665004,1.5047818630625114,1.098791677945904,1.9326698808468732,0.7961914566532062,1.255008983910049,12057,Hillsborough County,Florida
12057003900,1257,890,367,206,625,26875,98300,1222,51.9,41.0,23.9,0.4,1.4,0.0,2.5,2.9,-888888888,149,140,155,1646,129,584,748,1,176,0,70.80350039777248,29.196499602227526,16.388225934765313,12.808273667462212,22,48.1,10.521091811414392,56.41025640000001,18.803418800000003,,,,,16.92307692,30.0,0.564102564,18.051282048,32.0,0.564102564,21.435897432,38.0,0.564102564,,,,,,,,,,,,,,,2.1127436853932586,,0.8935990245550085,,,,12057,Hillsborough County,Florida
12057004400,801,442,359,236,970,27893,95000,1051,32.8,61.4,28.6,1.4,0.0,0.0,1.6,2.7,-888888888,178,77,39,1455,235,603,559,109,129,0,55.181023720349565,44.818976279650435,29.463171036204745,15.355805243445692,61,67.2,26.467971530249113,39.461538447,13.153846149000001,5.0,2.5,1.0,1.0,13.153846149000001,27.0,0.487179487,9.74358974,20.0,0.487179487,16.564102558000002,34.0,0.487179487,0.0,2.0,3.0,1.0,0.0,0.0,1.059322033898305,0.0,0.847457627118644,1.2711864406779663,0.2785515320334262,0.2785515320334262,0.0,0.0,2.9759832916289595,1.6498402841840034,1.2587119700687415,2.3088268656342184,0.8402948402453985,1.4992723213517094,12057,Hillsborough County,Florida
12057004500,1428,562,866,446,813,29219,107500,1096,70.2,19.4,75.2,2.0,0.0,0.0,1.1,7.4,-888888888,339,188,193,2889,922,2655,1031,48,218,10,39.35574229691877,60.64425770308123,31.23249299719888,29.411764705882355,59,29.799999999999997,23.002084781097984,31.311827959999995,10.437275986666664,13.0,4.333333333333333,,,10.06451613,18.0,0.559139785,9.505376344999998,17.0,0.559139785,11.741935484999999,21.0,0.559139785,6.0,6.0,1.0,,,,0.9715994020926756,1.345291479820628,1.345291479820628,0.2242152466367713,,,,,1.857166545670225,1.513216738976539,0.7855009697204244,1.465338226190476,0.7066246056981667,0.9515399689107944,12057,Hillsborough County,Florida
12057004600,2420,1848,572,242,1393,48333,103500,1047,54.8,34.7,13.3,0.0,6.0,0.0,3.4,1.1,-888888888,336,87,192,3337,427,969,2057,62,325,0,76.36363636363637,23.636363636363637,10.0,13.636363636363635,19,45.2,10.91753774680604,42.362903269,14.120967756333334,,,,,12.750000013,31.0,0.41129032299999996,15.629032273999998,38.0,0.41129032299999996,13.983870982,34.0,0.41129032299999996,,,,,,,,,,,,,,,0.7641216318362194,,0.3231903375553716,,,,12057,Hillsborough County,Florida
12057004700,1146,610,536,349,1092,50921,171200,1208,83.2,6.0,32.7,0.0,5.1,3.5,0.8,1.5,-888888888,183,61,87,1809,437,761,1192,0,216,15,53.22862129144852,46.77137870855148,30.45375218150087,16.31762652705061,53,16.799999999999997,25.94142259414226,7.125,2.375,10.0,3.3333333333333335,,,1.125,3.0,0.375,1.875,5.0,0.375,4.125,11.0,0.375,7.0,2.0,1.0,,,,0.9551098376313276,2.005730659025788,0.5730659025787965,0.28653295128939826,,,,,0.389344262295082,1.487535079531709,0.1646757509717581,0.5952380952380953,0.4160583941605839,0.38652703417821954,12057,Hillsborough County,Florida
12057007200,1851,994,857,617,1318,62515,153600,1324,72.6,17.8,11.3,0.0,2.6,0.0,5.1,1.9,-888888888,410,135,144,3028,216,528,1734,57,291,0,53.70070232306862,46.29929767693139,33.33333333333333,12.965964343598054,31,27.400000000000006,15.699404761904761,37.5,12.5,24.0,8.0,,,13.0,26.0,0.5,7.0,14.0,0.5,17.5,35.0,0.5,9.0,7.0,8.0,,,,1.2965964343598055,1.4586709886547813,1.1345218800648298,1.2965964343598055,,,,,1.2575452716297788,2.019383116070923,0.5318871549972066,1.2725015518311609,0.6097560975609756,0.8263185013716872,12057,Hillsborough County,Florida
12057010107,1632,255,1377,339,744,35274,29200,1158,93.9,0.9,9.3,0.4,0.6,0.0,1.5,2.8,-888888888,251,37,398,2999,290,624,903,0,305,1480,15.625,84.375,20.772058823529413,63.60294117647059,34,6.099999999999994,17.849519743863393,23.323943684,7.774647894666667,6.0,2.0,,,8.619718318,17.0,0.507042254,6.084507048000001,12.0,0.507042254,8.619718318,17.0,0.507042254,2.0,1.0,3.0,,,,0.5899705014749262,0.5899705014749262,0.2949852507374631,0.8849557522123894,,,,,3.0488815273202614,0.9188491022240115,1.2895447647687777,1.645563618630752,0.7953890491450583,1.068572106102351,12057,Hillsborough County,Florida
12057011005,1043,132,911,619,-666666666,78750,280600,1870,81.6,9.4,11.4,1.0,4.2,0.0,2.9,1.0,-888888888,320,38,102,1961,85,519,1076,0,44,55,12.655800575263662,87.34419942473633,59.34803451581975,27.996164908916587,33,18.400000000000006,8.417391304347827,5.210526321,1.736842107,9.0,3.0,2.0,2.0,1.421052633,3.0,0.473684211,1.894736844,4.0,0.473684211,1.894736844,4.0,0.473684211,4.0,2.0,3.0,0.0,0.0,2.0,0.48465266558966075,0.6462035541195477,0.32310177705977383,0.48465266558966075,0.21953896816684962,0.0,0.0,0.21953896816684962,1.3157894749999999,0.7548219200014699,0.5565219290483359,0.6307379636484687,0.3666666668988889,0.40957942104685574,12057,Hillsborough County,Florida
12057011008,2845,1722,1123,749,1213,59744,359300,2567,76.1,10.0,18.5,0.0,8.3,0.0,2.6,3.0,-888888888,973,294,88,4230,499,2171,3088,0,288,0,60.52724077328647,39.472759226713535,26.32688927943761,13.145869947275923,22,23.900000000000006,8.659462616822431,49.015384632,16.338461544,10.0,3.3333333333333335,8.0,2.6666666666666665,14.069230774,31.0,0.453846154,12.707692312,28.0,0.453846154,22.238461546,49.0,0.453846154,4.0,3.0,3.0,2.0,3.0,3.0,0.4450378282153983,0.5340453938584779,0.4005340453938585,0.4005340453938585,0.2374591867022855,0.17809439002671415,0.26714158504007124,0.26714158504007124,0.9488072905923345,0.6931238221048951,0.4013043679769296,0.7961066320248212,0.8305526590675191,0.5169641154151577,12057,Hillsborough County,Florida
12057011409,1283,423,860,583,872,78750,301600,2291,87.9,10.4,14.0,0.0,1.6,0.0,0.0,0.0,-888888888,275,6,196,2117,3,413,1080,15,73,0,32.96960249415433,67.03039750584567,45.44037412314887,21.590023382696806,41,12.099999999999994,9.242529534398889,18.235294114,6.078431371333333,9.0,3.0,3.0,1.0,9.999999998,17.0,0.588235294,1.764705882,3.0,0.588235294,6.470588233999999,11.0,0.588235294,4.0,3.0,2.0,1.0,1.0,1.0,0.5145797598627788,0.6861063464837049,0.5145797598627788,0.34305317324185247,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.11627906976744186,1.4369814116627264,0.8014318498814922,0.6077808664833266,0.9024285657389001,0.6695464362408463,0.5860059022822391,12057,Hillsborough County,Florida
12057011510,1282,149,1133,933,1684,94615,272900,2011,84.2,4.9,11.1,2.8,6.0,0.0,2.1,0.0,-888888888,742,109,42,2720,138,772,1743,1,128,0,11.622464898595943,88.37753510140406,72.77691107644306,15.600624024960998,18,15.799999999999997,7.315405651777575,2.5263157919999997,0.8421052639999999,6.0,3.0,14.0,4.666666666666667,0.31578947399999996,1.0,0.31578947399999996,0.9473684219999998,3.0,0.31578947399999996,1.2631578959999998,4.0,0.31578947399999996,0.0,2.0,4.0,6.0,4.0,4.0,0.3215434083601286,0.0,0.21436227224008575,0.4287245444801715,0.4118858487790527,0.529567519858782,0.353045013239188,0.353045013239188,0.5651713181208053,0.5007875332056911,0.2390429762355268,0.355092907948244,0.21917808236291986,0.23058505439248314,12057,Hillsborough County,Florida
12057011512,1206,163,1043,798,963,114405,388800,2404,89.9,1.6,8.8,0.7,4.0,0.0,2.3,1.6,-888888888,470,69,39,2482,104,558,1519,0,99,23,13.515754560530679,86.48424543946932,66.16915422885572,20.3150912106136,28,10.099999999999994,9.837867546029129,2.272727275,1.1363636375,12.0,4.0,11.0,3.6666666666666665,0.454545455,1.0,0.454545455,0.0,0.0,0.0,1.81818182,4.0,0.454545455,3.0,3.0,6.0,4.0,5.0,2.0,0.5012531328320802,0.37593984962406013,0.37593984962406013,0.7518796992481203,0.35155001597954616,0.38350910834132307,0.4793863854266539,0.19175455417066153,0.6971556058282208,0.7806763048970924,0.29486661048294427,0.5344811277315297,0.22123893822538962,0.3470735606121811,12057,Hillsborough County,Florida
