census_tract_GEOID,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,overall-city-eviction-rate,avg-eviction-rate,ratio-to-mean-eviction-rate,county_GEOID,county,state
36085029103,2602,624,1978,1285,1024,74732,481800,2537,90.4,0.3,9.1,0.0,7.0,1.1,0.0,1.2,-888888888,665,43,179,5537,366,2011,2066,975,158,0,23.981552651806304,76.01844734819369,49.38508839354343,26.633358954650273,48,9.599999999999994,4.231511254019293,12.0,4.0,5.0,7.142857142857143,0.7,5.0,7.142857142857143,0.7,2.0,2.857142857142857,0.7,0.8445472846855552,0.641025641025641,0.7590168752532428,36085,Staten Island,New York
36085017009,1601,297,1304,910,1182,100181,628800,2876,97.4,0.4,7.5,0.0,1.1,0.0,0.0,1.1,-888888888,570,108,33,3132,105,753,1412,266,94,0,18.550905683947533,81.44909431605247,56.839475327920056,24.609618988132418,42,2.5999999999999943,2.4745912505523644,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8445472846855552,0.33670033670033667,0.3986755304360467,36085,Staten Island,New York
36085020700,1825,1023,802,617,1142,31040,337600,2298,52.0,31.5,52.1,0.0,3.2,0.0,2.1,11.2,-888888888,730,321,207,3510,1213,2966,769,810,183,0,56.054794520547944,43.945205479452056,33.8082191780822,10.136986301369863,82,48.0,20.025234318673395,53.0,17.666666666666668,20.0,48.813559348509045,0.409722222,17.0,41.49152544623269,0.409722222,16.0,39.050847478807235,0.409722222,0.8445472846855552,1.726946888237211,2.0448196561074656,36085,Staten Island,New York
36085020803,2197,356,1841,1301,1232,101176,605100,2955,90.1,0.7,11.7,0.0,4.4,0.0,0.0,4.8,-888888888,864,145,156,4315,142,1244,1862,764,139,0,16.2039144287665,83.7960855712335,59.21711424670004,24.578971324533455,35,9.900000000000006,3.8590336469462603,15.0,5.0,4.0,6.666666666666667,0.6,9.0,15.0,0.6,2.0,3.3333333333333335,0.6,0.8445472846855552,1.4044943820224718,1.6630145019593523,36085,Staten Island,New York
36085022300,861,250,611,524,1152,58523,329000,2184,47.9,38.0,34.6,0.3,4.4,0.0,1.2,8.2,-888888888,382,152,78,1487,238,962,527,473,153,35,29.036004645760745,70.96399535423926,60.85946573751452,10.104529616724738,82,52.1,8.81542699724518,24.0,8.0,9.0,13.909090898975206,0.647058824,6.0,9.272727265983471,0.647058824,9.0,13.909090898975206,0.647058824,0.8445472846855552,3.2,3.7890122412641887,36085,Staten Island,New York
36085024700,981,436,545,388,1335,59145,357000,2320,55.1,26.5,28.2,0.0,5.6,0.0,5.1,7.6,-888888888,265,73,90,1818,450,888,646,397,77,6,44.44444444444444,55.55555555555556,39.55147808358818,16.004077471967378,78,44.9,9.705769965609475,15.0,5.0,3.0,7.354838706830385,0.407894737,7.0,17.161290315937563,0.407894737,5.0,12.258064511383974,0.407894737,0.8445472846855552,1.146788990825688,1.3578742263704804,36085,Staten Island,New York
36085025100,2083,310,1773,1066,1558,97316,441500,2110,92.1,0.0,8.1,0.0,4.6,0.0,0.6,2.8,-888888888,412,16,238,4460,188,808,1908,829,119,0,14.882381180988958,85.11761881901104,51.176188190110416,33.941430628900626,58,7.900000000000006,2.8543783260764393,12.0,4.0,5.0,7.000000002799999,0.7142857140000001,3.0,4.200000001679999,0.7142857140000001,4.0,5.60000000224,0.7142857140000001,0.8445472846855552,1.2903225806451613,1.5278275166387856,36085,Staten Island,New York
36085029104,2383,448,1935,1669,1555,87853,399300,2324,85.5,9.4,9.7,0.0,4.0,0.0,0.5,0.6,-888888888,980,231,216,5142,354,1869,2012,892,45,0,18.799832144355854,81.20016785564414,70.03776751993286,11.162400335711288,43,14.5,4.355065966440374,7.0,2.3333333333333335,3.0,9.000000008999999,0.333333333,3.0,9.000000008999999,0.333333333,1.0,3.000000003,0.333333333,0.8445472846855552,0.5208333333333334,0.6167012111432598,36085,Staten Island,New York
36085004700,1044,359,685,453,1357,73362,435200,2072,83.3,3.9,8.6,1.1,9.4,0.0,2.2,0.0,-888888888,204,0,226,1834,412,902,664,426,74,0,34.38697318007663,65.61302681992338,43.39080459770115,22.22222222222222,62,16.700000000000003,8.027594857322045,7.0,3.5,0.0,0.0,0.0,3.0,5.399999995679999,0.5555555560000001,4.0,7.199999994239999,0.5555555560000001,0.8445472846855552,0.9749303621169917,1.1543822113879405,36085,Staten Island,New York
36085005000,1429,437,992,662,1526,69327,441200,2457,74.3,7.9,15.0,0.0,13.2,0.0,0.2,4.3,-888888888,506,213,85,2603,291,1369,954,494,109,0,30.580825752274315,69.41917424772568,46.32610216934919,23.093072078376487,45,25.700000000000003,8.902154165585257,9.0,3.0,4.0,7.428571434938776,0.538461538,3.0,5.571428576204082,0.538461538,2.0,3.714285717469388,0.538461538,0.8445472846855552,0.6864988558352403,0.8128601776167452,36085,Staten Island,New York
36085006700,976,247,729,486,1210,98438,551300,2642,83.6,7.4,6.6,0.0,3.4,0.0,1.7,3.9,-888888888,296,16,92,1741,146,424,638,473,220,0,25.307377049180328,74.69262295081968,49.795081967213115,24.897540983606557,79,16.400000000000006,6.507252058016465,4.0,1.3333333333333333,1.0,1.5384615384615383,0.65,2.0,3.0769230769230766,0.65,1.0,1.5384615384615383,0.65,0.8445472846855552,0.5398110661268556,0.639172105476415,36085,Staten Island,New York
36085012805,927,202,725,528,1195,71375,399800,2563,95.8,0.0,11.1,0.0,2.2,0.0,2.0,0.0,-888888888,292,44,73,1913,94,658,789,371,131,0,21.790722761596548,78.20927723840344,56.957928802588995,21.251348435814453,44,4.200000000000003,6.075949367088607,5.0,2.5,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.8445472846855552,1.2376237623762376,1.4654286205384393,36085,Staten Island,New York
36085012806,2317,1269,1048,708,1240,53376,407800,2352,83.0,8.4,14.8,0.7,2.8,0.0,1.2,4.0,-888888888,608,64,572,3937,332,2080,1231,737,158,0,54.76909797151489,45.23090202848511,30.55675442382391,14.6741476046612,56,17.0,6.5,66.0,22.0,19.0,57.000000057,0.333333333,31.0,93.000000093,0.333333333,16.0,48.000000048,0.333333333,0.8445472846855552,1.7336485421591805,2.0527548588409217,36085,Staten Island,New York
36085014607,1711,448,1263,895,1676,82551,458000,2472,92.1,0.5,4.6,0.0,7.4,0.0,0.0,0.0,-888888888,487,78,204,3311,97,534,1466,350,8,0,26.183518410286382,73.81648158971362,52.30859146697837,21.507890122735244,45,7.900000000000006,4.166666666666666,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.625000003515625,0.533333333,0.8445472846855552,0.6696428571428571,0.7929015571841912,36085,Staten Island,New York
36085014608,1188,188,1000,667,1756,93385,438700,2515,95.9,0.8,11.0,0.0,3.0,0.0,0.3,0.0,-888888888,515,47,69,2732,261,829,1077,516,94,0,15.824915824915825,84.17508417508418,56.14478114478114,28.030303030303028,44,4.099999999999994,8.02139037433155,3.0,1.5,1.0,2.25000000225,0.444444444,0.0,0.0,0.0,2.0,4.5000000045,0.444444444,0.8445472846855552,0.7978723404255319,0.944733770262015,36085,Staten Island,New York
36085017011,1712,416,1296,750,1134,83400,490700,2513,95.7,0.0,5.4,0.0,2.3,0.0,0.5,1.5,-888888888,412,97,209,3266,153,933,1425,507,97,0,24.299065420560748,75.70093457943925,43.80841121495327,31.89252336448598,45,4.299999999999997,1.7175998215480703,5.0,2.5,4.0,6.857142861061225,0.583333333,1.0,1.7142857152653062,0.583333333,0.0,0.0,0.0,0.8445472846855552,0.6009615384615385,0.7115783205499153,36085,Staten Island,New York
36085017012,1630,289,1341,858,1293,83125,488400,2410,95.3,1.0,8.7,0.0,2.9,0.4,0.3,0.0,-888888888,495,93,132,3225,120,934,1101,529,129,0,17.73006134969325,82.26993865030676,52.638036809815944,29.631901840490798,44,4.700000000000003,2.2978347326557667,4.0,1.3333333333333333,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.8445472846855552,0.461361014994233,0.5462820417047561,36085,Staten Island,New York
36085018100,1050,193,857,564,1016,115938,728800,3555,89.3,0.0,5.8,0.0,9.9,0.0,0.8,0.0,-888888888,346,8,260,2269,112,609,762,248,50,0,18.38095238095238,81.61904761904762,53.714285714285715,27.904761904761905,61,10.700000000000003,3.8499184339314847,2.0,1.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.75,1.0,1.3333333333333333,0.75,0.8445472846855552,0.5181347150259068,0.6135058680803415,36085,Staten Island,New York
36085019800,2219,501,1718,1217,1259,100082,649000,2944,95.6,0.0,2.0,0.0,2.3,0.0,1.3,0.8,-888888888,800,65,90,4554,143,1216,2083,685,194,0,22.577737719693555,77.42226228030644,54.84452456061288,22.577737719693555,31,4.400000000000006,2.0051648184718216,12.0,4.0,4.0,5.777777780345679,0.692307692,3.0,4.333333335259259,0.692307692,5.0,7.222222225432099,0.692307692,0.8445472846855552,0.7984031936127743,0.9453623356447575,36085,Staten Island,New York
36085022800,19,19,0,0,-666666666,-666666666,-666666666,-666666666,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-888888888,4,0,0,22,0,0,22,0,0,0,100.0,0.0,0.0,0.0,666668687,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.8445472846855552,10.526315789473683,12.463856056790092,36085,Staten Island,New York
36085007400,1603,736,867,667,958,77292,398300,2321,80.0,1.1,16.3,0.0,13.2,0.0,0.0,5.7,-888888888,508,56,184,3286,689,2889,891,1000,126,0,45.91391141609482,54.08608858390518,41.60948222083593,12.476606363069246,50,20.0,7.429936997610254,17.0,5.666666666666667,10.0,21.666666645,0.46153846200000004,2.0,4.333333328999999,0.46153846200000004,5.0,10.8333333225,0.46153846200000004,0.8445472846855552,0.7699275362318841,0.9116452686465581,36085,Staten Island,New York
36085009601,1509,505,1004,593,1156,61598,533000,2510,85.8,2.7,13.7,0.0,7.8,0.0,1.3,2.5,-888888888,275,49,247,3001,208,1227,775,549,92,0,33.465871438038434,66.53412856196155,39.29754804506296,27.236580516898606,57,14.200000000000003,5.036785512167516,8.0,2.6666666666666665,4.0,5.777777780345679,0.692307692,1.0,1.4444444450864198,0.692307692,3.0,4.333333335259259,0.692307692,0.8445472846855552,0.528052805280528,0.6252495447630674,36085,Staten Island,New York
36085009602,1311,515,796,525,1253,80184,476300,2393,85.9,1.7,8.9,0.0,7.9,0.0,0.0,4.6,-888888888,395,22,107,2603,329,1315,805,595,170,24,39.28299008390542,60.71700991609459,40.045766590389015,20.671243325705568,61,14.099999999999994,6.886489641085497,9.0,3.0,4.0,9.000000009,0.444444444,4.0,9.000000009,0.444444444,1.0,2.25000000225,0.444444444,0.8445472846855552,0.5825242718446602,0.6897473740165391,36085,Staten Island,New York
36085012200,1415,395,1020,655,1259,92083,510200,2480,95.3,0.0,5.6,0.0,3.6,0.0,0.6,0.5,-888888888,378,8,123,2774,98,815,1097,461,104,0,27.915194346289752,72.08480565371025,46.28975265017668,25.795053003533567,78,4.700000000000003,4.121306376360809,9.0,3.0,6.0,9.272727265983471,0.647058824,1.0,1.5454545443305785,0.647058824,2.0,3.090909088661157,0.647058824,0.8445472846855552,0.7594936708860759,0.8992908800468801,36085,Staten Island,New York
36085013203,2028,321,1707,1123,1492,82443,482200,2413,92.6,0.0,8.8,0.0,4.9,0.0,1.6,0.9,-888888888,622,87,175,4199,142,945,1604,627,79,0,15.828402366863905,84.1715976331361,55.374753451676526,28.79684418145957,51,7.400000000000006,4.688050757842792,13.0,4.333333333333333,1.0,1.6,0.625,9.0,14.4,0.625,3.0,4.8,0.625,0.8445472846855552,1.3499480789200415,1.5984280612809725,36085,Staten Island,New York
36085015601,2464,349,2115,1331,1066,100964,473600,2710,94.4,0.0,6.0,0.9,2.7,0.6,0.0,1.5,-888888888,803,146,326,4609,185,613,1771,826,61,14,14.16396103896104,85.83603896103897,54.01785714285714,31.818181818181817,63,5.599999999999994,2.246517897259248,4.0,2.0,1.0,1.5714285723265307,0.636363636,3.0,4.7142857169795915,0.636363636,0.0,0.0,0.0,0.8445472846855552,0.5730659025787965,0.6785480374756784,36085,Staten Island,New York
36085018701,629,176,453,275,1592,85268,446300,2585,82.0,1.3,13.0,0.0,11.0,0.0,3.5,2.2,-888888888,163,27,38,1254,87,320,418,197,34,7,27.980922098569156,72.01907790143083,43.72019077901431,28.298887122416534,70,18.0,4.865483686319404,4.0,2.0,1.0,1.166666666861111,0.857142857,3.0,3.5000000005833334,0.857142857,0.0,0.0,0.0,0.8445472846855552,1.1363636363636365,1.345529915221658,36085,Staten Island,New York
36085018702,2322,810,1512,1006,967,82197,469700,1989,67.1,7.5,14.6,0.0,23.9,0.0,0.0,1.4,-888888888,598,0,170,5653,605,2592,1674,875,118,0,34.883720930232556,65.11627906976744,43.32472006890612,21.791559000861326,54,32.900000000000006,5.837173579109063,11.0,3.6666666666666665,3.0,6.333333327,0.473684211,5.0,10.555555544999999,0.473684211,3.0,6.333333327,0.473684211,0.8445472846855552,0.45267489711934156,0.5359971020306851,36085,Staten Island,New York
36085018901,2034,534,1500,872,1157,65421,456500,2339,82.6,3.5,9.8,0.0,9.7,0.0,0.8,3.3,-888888888,572,117,279,3648,324,1088,1526,505,81,0,26.253687315634217,73.74631268436578,42.87118977384464,30.875122910521142,62,17.400000000000006,3.8344143456695914,12.0,4.0,3.0,4.66666666562963,0.642857143,6.0,9.33333333125926,0.642857143,3.0,4.66666666562963,0.642857143,0.8445472846855552,0.7490636704119851,0.8869410677116546,36085,Staten Island,New York
36085021300,1471,611,860,620,1150,57659,328100,1967,71.6,11.5,29.9,0.8,5.4,0.0,3.5,7.2,-888888888,452,106,163,3130,620,1769,982,684,261,0,41.5363698164514,58.46363018354861,42.14819850441876,16.315431679129844,82,28.400000000000006,13.231552162849871,25.0,8.333333333333334,6.0,26.70967743831009,0.224637681,9.0,40.06451615746514,0.224637681,10.0,44.51612906385016,0.224637681,0.8445472846855552,1.363884342607747,1.6149295218154105,36085,Staten Island,New York
36085000700,2295,1812,483,262,970,45951,261000,2235,41.1,44.9,28.5,0.0,5.4,0.0,3.4,5.1,-888888888,642,550,149,3621,453,1299,714,1466,93,0,78.95424836601308,21.045751633986928,11.416122004357298,9.62962962962963,64,58.9,8.750802825947336,53.0,17.666666666666668,14.0,40.66666667634921,0.344262295,18.0,52.28571429816326,0.344262295,21.0,61.00000001452381,0.344262295,0.8445472846855552,0.974981604120677,1.1544428853189501,36085,Staten Island,New York
36085000300,968,700,268,157,1161,70078,367200,2057,65.6,12.9,18.9,1.1,11.8,0.0,3.1,5.5,-888888888,182,22,117,1557,301,649,237,538,162,11,72.31404958677686,27.685950413223143,16.219008264462808,11.466942148760332,76,34.400000000000006,10.526315789473683,13.0,4.333333333333333,6.0,12.28571428629932,0.48837209299999995,5.0,10.238095238582767,0.48837209299999995,2.0,4.095238095433107,0.48837209299999995,0.8445472846855552,0.619047619047619,0.7329934395302744,36085,Staten Island,New York
36085000900,615,436,179,138,1246,47868,362800,2319,35.8,46.2,18.9,0.0,7.5,0.0,5.5,5.0,-888888888,223,96,51,952,285,429,149,493,266,0,70.89430894308944,29.105691056910572,22.439024390243905,6.666666666666667,82,64.2,11.078886310904872,38.0,12.666666666666666,13.0,31.10714283936735,0.417910448,13.0,31.10714283936735,0.417910448,12.0,28.714285697877553,0.417910448,0.8445472846855552,2.9051987767584095,3.43994804013855,36085,Staten Island,New York
36085002700,476,369,107,99,1381,33750,371800,2239,35.9,37.0,35.5,0.0,0.0,0.0,9.0,18.1,-888888888,211,80,14,1433,279,658,195,311,40,0,77.52100840336135,22.478991596638657,20.798319327731093,1.680672268907563,82,64.1,12.429731417863835,12.0,4.0,6.0,9.6,0.625,4.0,6.4,0.625,2.0,3.2,0.625,0.8445472846855552,1.084010840108401,1.283540732135565,36085,Staten Island,New York
36085002900,1815,1352,463,393,811,27063,306400,2235,34.1,46.2,42.8,0.0,3.2,0.0,0.9,15.6,-888888888,682,370,140,3049,1129,2237,693,991,261,0,74.49035812672177,25.509641873278238,21.65289256198347,3.8567493112947657,65,65.9,19.288174512055107,88.0,29.333333333333332,35.0,84.84000002579137,0.41254125399999997,33.0,79.99200002431758,0.41254125399999997,20.0,48.480000014737925,0.41254125399999997,0.8445472846855552,2.1696252465483234,2.568980193164822,36085,Staten Island,New York
36085008100,1696,884,812,661,621,40769,392200,2288,43.2,37.3,15.7,3.1,7.4,0.0,4.9,4.1,-888888888,409,139,485,3022,344,938,578,738,201,0,52.12264150943396,47.87735849056604,38.97405660377358,8.903301886792454,74,56.8,4.65230166503428,33.0,11.0,13.0,31.451612928590013,0.41333333299999997,9.0,21.77419356594693,0.41333333299999997,11.0,26.612903247268473,0.41333333299999997,0.8445472846855552,1.244343891402715,1.4733856990210008,36085,Staten Island,New York
36085014604,2576,523,2053,1329,1202,72969,456000,2313,93.0,0.5,10.7,0.0,6.5,0.0,0.0,0.0,-888888888,713,171,426,4862,597,1828,1829,699,143,0,20.3027950310559,79.6972049689441,51.5916149068323,28.1055900621118,47,7.0,3.902938166934659,9.0,3.0,7.0,11.08333333979861,0.6315789470000001,1.0,1.5833333342569442,0.6315789470000001,1.0,1.5833333342569442,0.6315789470000001,0.8445472846855552,0.5736137667304015,0.679196744968485,36085,Staten Island,New York
36085014606,2448,334,2114,1497,1732,101082,385900,2276,93.9,0.0,4.3,0.0,5.5,0.0,0.6,0.0,-888888888,764,101,145,5120,502,2223,2325,1067,0,13,13.643790849673202,86.3562091503268,61.15196078431373,25.204248366013072,35,6.099999999999994,3.953779757761381,9.0,3.0,3.0,4.125000001546875,0.727272727,2.0,2.7500000010312498,0.727272727,4.0,5.5000000020624995,0.727272727,0.8445472846855552,0.8982035928143712,1.0635326276003523,36085,Staten Island,New York
36085017005,1672,302,1370,1005,1067,96500,508300,2735,95.3,0.0,7.2,0.0,4.7,0.0,0.0,0.0,-888888888,542,76,95,3503,154,1005,1698,531,69,11,18.062200956937797,81.9377990430622,60.10765550239234,21.830143540669855,37,4.700000000000003,1.7693715680292863,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5555555555555554,0.5625,0.8445472846855552,0.6622516556291391,0.7841498843675887,36085,Staten Island,New York
36085017300,984,628,356,198,480,34667,522300,2300,51.7,23.8,20.4,0.0,16.6,0.0,3.4,4.6,-888888888,317,141,120,1689,96,888,536,184,36,0,63.82113821138211,36.17886178861789,20.121951219512198,16.056910569105693,56,48.3,9.319412219644239,8.0,2.6666666666666665,1.0,2.795454547297004,0.357723577,3.0,8.386363641891013,0.357723577,4.0,11.181818189188016,0.357723577,0.8445472846855552,0.42462845010615713,0.5027882485753966,36085,Staten Island,New York
36085017600,1629,241,1388,926,1123,105721,684400,3152,95.9,0.7,5.2,0.0,3.1,0.3,0.0,0.0,-888888888,478,92,60,3429,108,893,1559,485,115,9,14.794352363413138,85.20564763658686,56.844689993861266,28.360957642725598,37,4.099999999999994,3.587161736941473,9.0,3.0,6.0,10.799999991359998,0.5555555560000001,2.0,3.5999999971199994,0.5555555560000001,1.0,1.7999999985599997,0.5555555560000001,0.8445472846855552,1.2448132780082988,1.4739414838942642,36085,Staten Island,New York
36085020801,3250,444,2806,2236,1608,80567,475100,2362,93.4,0.7,4.9,0.0,5.3,0.0,0.6,0.0,-888888888,1100,307,232,6366,123,1725,2464,1142,63,0,13.661538461538461,86.33846153846154,68.8,17.53846153846154,32,6.599999999999994,2.9643203621860517,13.0,4.333333333333333,4.0,5.8461538488520715,0.684210526,5.0,7.307692311065089,0.684210526,4.0,5.8461538488520715,0.684210526,0.8445472846855552,0.9759759759759759,1.15562028754773,36085,Staten Island,New York
36085007700,484,268,216,188,1250,44615,300000,2049,32.9,41.9,38.4,0.0,3.3,0.0,2.1,19.8,-888888888,200,98,18,834,71,456,233,171,88,18,55.371900826446286,44.62809917355372,38.84297520661157,5.785123966942149,74,67.1,6.479625918503674,33.0,11.0,17.0,28.90000000578,0.588235294,8.0,13.600000002720002,0.588235294,8.0,13.600000002720002,0.588235294,0.8445472846855552,4.104477611940299,4.859973723636436,36085,Staten Island,New York
36085017010,3119,353,2766,2246,1148,88477,371000,2212,92.5,1.8,16.4,0.4,5.2,0.0,0.0,0.0,-888888888,1187,143,208,6123,110,1594,2536,987,36,14,11.317730041680026,88.68226995831996,72.01025969862135,16.672010259698624,39,7.5,4.997198879551821,20.0,6.666666666666667,6.0,10.0,0.6,1.0,1.6666666666666667,0.6,13.0,21.666666666666668,0.6,0.8445472846855552,1.8885741265344664,2.2361970262418485,36085,Staten Island,New York
36085031901,1038,769,269,214,427,23098,294700,2314,21.2,65.5,25.2,0.0,7.3,0.0,0.0,6.0,-888888888,454,321,173,1633,265,880,257,354,147,0,74.08477842003853,25.91522157996146,20.616570327552985,5.298651252408478,63,78.8,9.204368174726989,30.0,10.0,7.0,18.94949495332313,0.369402985,12.0,32.48484849141108,0.369402985,11.0,29.77777778379349,0.369402985,0.8445472846855552,1.3003901170351104,1.5397481474578139,36085,Staten Island,New York
36085001700,588,301,287,193,1153,31250,421600,2425,49.0,26.5,26.2,0.0,8.0,0.0,5.6,10.9,-888888888,158,50,74,1021,272,560,350,246,97,0,51.19047619047619,48.80952380952381,32.82312925170068,15.98639455782313,82,51.0,8.266666666666666,11.0,3.6666666666666665,5.0,7.083333332743055,0.705882353,5.0,7.083333332743055,0.705882353,1.0,1.4166666665486112,0.705882353,0.8445472846855552,1.2181616832779623,1.4423842280559964,36085,Staten Island,New York
