"","dp02_0001e","dp02_0001pe","dp02_0002e","dp02_0004e","dp02_0008e","dp02_0013e","dp02_0017e","dp02_0017pe","dp02_0018e","dp02_0019e","dp02_0019pe","dp02_0024e","dp02_0024pe","dp02_0026e","dp02_0030e","dp02_0030pe","dp02_0031e","dp02_0032e","dp02_0058e","dp02_0058pe","dp02_0062e","dp02_0064e","dp02_0066e","dp02_0067e","dp02_0068e","dp02_0068pe","dp02_0070e","dp02_0070pe","dp02_0074e","dp02_0074pe","dp02_0078e","dp02_0078pe","dp02_0079e","dp02_0086e","dp02_0086pe","dp02_0087e","dp02_0088e","dp02_0089e","dp02_0094e","dp02_0102e","dp02_0110e","dp02_0110pe","dp02_0122e","dp02_0122pe","dp02_0150e","dp02_0150pe","dp02_0151e","dp02_0152e","dp03_0001e","dp03_0001pe","dp03_0002e","dp03_0003e","dp03_0004e","dp03_0007e","dp03_0008e","dp03_0008pe","dp03_0010e","dp03_0010pe","dp03_0011e","dp03_0012e","dp03_0013e","dp03_0018e","dp03_0018pe","dp03_0019e","dp03_0026e","dp03_0026pe","dp03_0027e","dp03_0029e","dp03_0032e","dp03_0032pe","dp03_0046e","dp03_0046pe","dp03_0047e","dp03_0051e","dp03_0051pe","dp03_0056e","dp03_0064e","dp03_0074e","dp03_0075e","dp03_0075pe","dp03_0095e","dp03_0095pe","dp03_0096e","dp03_0097e","dp03_0098e","dp03_0102e","dp03_0102pe","dp03_0103e","dp03_0103pe","dp03_0104e","dp03_0104pe","dp03_0105e","dp03_0106e","dp03_0116e","dp04_0001e","dp04_0001pe","dp04_0002e","dp04_0006e","dp04_0006pe","dp04_0016e","dp04_0016pe","dp04_0027e","dp04_0027pe","dp04_0031e","dp04_0038e","dp04_0038pe","dp04_0041e","dp04_0045e","dp04_0045pe","dp04_0047e","dp04_0050e","dp04_0050pe","dp04_0054e","dp04_0057e","dp04_0057pe","dp04_0058e","dp04_0058pe","dp04_0059e","dp04_0060e","dp04_0062e","dp04_0062pe","dp04_0063e","dp04_0072e","dp04_0072pe","dp04_0076e","dp04_0076pe","dp04_0077e","dp04_0126e","dp04_0126pe","dp04_0136e","dp04_0136pe","dp04_0142e","dp05_0001e","dp05_0001pe","dp05_0002e","dp05_0003e","dp05_0010e","dp05_0011e","dp05_0012e","dp05_0013e","dp05_0014e","dp05_0020e","dp05_0021e","dp05_0022e","dp05_0023e","dp05_0025e","dp05_0025pe","dp05_0026e","dp05_0027e","dp05_0033e","dp05_0033pe","dp05_0034e","dp05_0036e","dp05_0063e","dp05_0063pe","dp05_0070e","dp05_0070pe","dp05_0076e","tract_code","geoid","executed_day","executed_month","executed_year","borough"
"11",978,978,722,624,63,330,2987,2987,978,632,21.2,1294,1294,748,1301,1301,353,763,2232,2232,268,246,1718,360,2448,2448,2987,2987,2154,2154,2905,2905,2781,2987,2987,877,816,800,989,1788,2873,2873,2987,2987,978,978,824,772,2526,2526,1443,1443,1408,1083,1443,1443,1255,1255,610,610,610,1394,1394,418,1408,1408,264,297,1408,1408,1408,1408,1098,978,978,182,774,109,722,722,2987,2987,2277,1518,881,2135,2135,1384,1384,1354,1354,977,803,316,1038,1038,978,1038,1038,1038,1038,1038,1038,467,1038,1038,428,978,978,720,978,978,290,978,978,307,31.4,410,251,978,978,829,978,978,978,978,880,653,653,605,605,388,2987,2987,1489,1498,514,490,597,191,146,2526,2448,2370,364,2448,2448,1204,1244,2987,2987,2931,2931,2987,2987,2987,2987,2180,119100,36081119100,16,"Jul",19,"QUEENS"
"12",978,978,722,624,63,330,2987,2987,978,632,21.2,1294,1294,748,1301,1301,353,763,2232,2232,268,246,1718,360,2448,2448,2987,2987,2154,2154,2905,2905,2781,2987,2987,877,816,800,989,1788,2873,2873,2987,2987,978,978,824,772,2526,2526,1443,1443,1408,1083,1443,1443,1255,1255,610,610,610,1394,1394,418,1408,1408,264,297,1408,1408,1408,1408,1098,978,978,182,774,109,722,722,2987,2987,2277,1518,881,2135,2135,1384,1384,1354,1354,977,803,316,1038,1038,978,1038,1038,1038,1038,1038,1038,467,1038,1038,428,978,978,720,978,978,290,978,978,307,31.4,410,251,978,978,829,978,978,978,978,880,653,653,605,605,388,2987,2987,1489,1498,514,490,597,191,146,2526,2448,2370,364,2448,2448,1204,1244,2987,2987,2931,2931,2987,2987,2987,2987,2180,119100,36081119100,22,"May",18,"QUEENS"
"13",978,978,722,624,63,330,2987,2987,978,632,21.2,1294,1294,748,1301,1301,353,763,2232,2232,268,246,1718,360,2448,2448,2987,2987,2154,2154,2905,2905,2781,2987,2987,877,816,800,989,1788,2873,2873,2987,2987,978,978,824,772,2526,2526,1443,1443,1408,1083,1443,1443,1255,1255,610,610,610,1394,1394,418,1408,1408,264,297,1408,1408,1408,1408,1098,978,978,182,774,109,722,722,2987,2987,2277,1518,881,2135,2135,1384,1384,1354,1354,977,803,316,1038,1038,978,1038,1038,1038,1038,1038,1038,467,1038,1038,428,978,978,720,978,978,290,978,978,307,31.4,410,251,978,978,829,978,978,978,978,880,653,653,605,605,388,2987,2987,1489,1498,514,490,597,191,146,2526,2448,2370,364,2448,2448,1204,1244,2987,2987,2931,2931,2987,2987,2987,2987,2180,119100,36081119100,16,"Aug",17,"QUEENS"
"14",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,15,"Apr",19,"QUEENS"
"15",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,15,"May",19,"QUEENS"
"16",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,15,"Apr",19,"QUEENS"
"17",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,3,"Jan",18,"QUEENS"
"18",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,11,"Oct",19,"QUEENS"
"19",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,9,"Aug",17,"QUEENS"
"20",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,9,"Mar",20,"QUEENS"
"21",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,3,"Jan",18,"QUEENS"
"22",708,708,503,382,82,258,1997,1997,708,377,18.9,821,821,462,900,900,258,470,1526,1526,177,411,1193,542,1624,1624,1991,1991,1303,1303,1992,1992,1909,1997,1997,850,819,780,610,1019,1863,1863,1997,1997,708,708,644,606,1677,1677,1072,1066,1012,605,1066,1066,862,862,466,460,450,974,974,302,1012,1012,296,192,1012,1012,1012,1012,828,708,708,121,575,44,503,503,1991,1991,1563,1110,551,1303,1303,995,995,949,949,694,593,159,761,761,708,761,761,761,761,761,761,194,761,761,217,708,708,397,708,708,184,708,708,181,25.6,295,193,708,708,561,708,708,708,708,674,361,361,357,357,215,1997,1997,909,1088,378,312,297,148,70,1677,1630,1607,387,1630,1630,785,845,1997,1997,1977,1977,1997,1997,1997,1997,1769,119300,36081119300,11,"Oct",19,"QUEENS"
"23",1289,1289,1143,1066,29,510,4134,4134,1289,1078,26.1,1625,1625,1144,1476,1476,161,1115,2766,2766,343,696,2530,1437,2983,2983,4142,4142,2235,2235,4122,4122,3931,4142,4142,2503,2355,2236,1411,1581,3795,3795,4142,4142,1289,1289,1221,1180,3062,3062,1920,1920,1834,1142,1920,1920,1448,1448,700,700,692,1825,1825,966,1834,1834,977,382,1834,1834,1834,1834,1359,1289,1289,56,1082,29,1143,1143,4142,4142,3870,3381,857,2205,2205,1653,1653,1585,1585,1480,1452,402,1336,1336,1289,1336,1336,1336,1336,1336,1336,123,1336,1336,200,1289,1289,124,1289,1289,364,1289,1289,38,2.9,448,576,1289,1289,1006,1289,1289,1289,1289,1259,74,74,74,74,0,4142,4142,2232,1910,222,558,616,361,261,3062,2983,2888,836,2983,2983,1559,1424,4142,4142,4003,4003,4142,4142,4142,4142,3837,129102,36081129102,6,"Jan",20,"QUEENS"
"24",1289,1289,1143,1066,29,510,4134,4134,1289,1078,26.1,1625,1625,1144,1476,1476,161,1115,2766,2766,343,696,2530,1437,2983,2983,4142,4142,2235,2235,4122,4122,3931,4142,4142,2503,2355,2236,1411,1581,3795,3795,4142,4142,1289,1289,1221,1180,3062,3062,1920,1920,1834,1142,1920,1920,1448,1448,700,700,692,1825,1825,966,1834,1834,977,382,1834,1834,1834,1834,1359,1289,1289,56,1082,29,1143,1143,4142,4142,3870,3381,857,2205,2205,1653,1653,1585,1585,1480,1452,402,1336,1336,1289,1336,1336,1336,1336,1336,1336,123,1336,1336,200,1289,1289,124,1289,1289,364,1289,1289,38,2.9,448,576,1289,1289,1006,1289,1289,1289,1289,1259,74,74,74,74,0,4142,4142,2232,1910,222,558,616,361,261,3062,2983,2888,836,2983,2983,1559,1424,4142,4142,4003,4003,4142,4142,4142,4142,3837,129102,36081129102,16,"Apr",19,"QUEENS"
"25",1289,1289,1143,1066,29,510,4134,4134,1289,1078,26.1,1625,1625,1144,1476,1476,161,1115,2766,2766,343,696,2530,1437,2983,2983,4142,4142,2235,2235,4122,4122,3931,4142,4142,2503,2355,2236,1411,1581,3795,3795,4142,4142,1289,1289,1221,1180,3062,3062,1920,1920,1834,1142,1920,1920,1448,1448,700,700,692,1825,1825,966,1834,1834,977,382,1834,1834,1834,1834,1359,1289,1289,56,1082,29,1143,1143,4142,4142,3870,3381,857,2205,2205,1653,1653,1585,1585,1480,1452,402,1336,1336,1289,1336,1336,1336,1336,1336,1336,123,1336,1336,200,1289,1289,124,1289,1289,364,1289,1289,38,2.9,448,576,1289,1289,1006,1289,1289,1289,1289,1259,74,74,74,74,0,4142,4142,2232,1910,222,558,616,361,261,3062,2983,2888,836,2983,2983,1559,1424,4142,4142,4003,4003,4142,4142,4142,4142,3837,129102,36081129102,5,"Nov",18,"QUEENS"
"26",810,810,635,511,87,243,2318,2318,810,504,21.7,933,933,589,1092,1092,314,545,1788,1788,198,412,1641,737,1931,1931,2318,2318,1513,1513,2318,2318,2019,2318,2318,1117,1065,1038,886,1069,2270,2270,2318,2318,810,810,757,756,2013,2013,1324,1324,1242,689,1324,1324,1092,1092,685,685,650,1234,1234,606,1242,1242,566,239,1242,1242,1242,1242,1050,810,810,118,710,27,635,635,2318,2318,2001,1598,680,1490,1490,1185,1185,1103,1103,903,817,120,843,843,810,843,843,843,843,843,843,105,843,843,158,810,810,175,810,810,226,810,810,55,6.8,371,291,810,810,690,810,810,810,810,787,125,125,125,125,112,2318,2318,1041,1277,281,248,442,214,185,2013,1931,1869,538,1931,1931,863,1068,2318,2318,2318,2318,2318,2318,2318,2318,2095,140300,36081140300,8,"Jun",18,"QUEENS"
